id,ch_dist,ch_nx_dist,hk_dist,nn_dist
1,526.0754272802039,526.0754272802039,344.2865907500594,1452.5602537711004
2,593.6295417994651,630.9345250905862,400.3448632243644,1652.2414500046532
3,416.02929985043977,416.02929985043977,303.29056369281875,973.2046839490899
4,499.0845215835704,499.0845215835704,292.18082748395983,924.6053209267066
5,580.722510879357,521.8818352652451,305.41478445490634,1707.1347106241844
6,402.40152661651774,402.40152661651774,323.3762133190181,1645.270680779902
7,601.148819984514,541.9397866987719,353.05342630486075,1266.6312458042134
8,538.1041029805384,407.177927011645,340.45540018197437,1002.2584189286712
9,509.17388534217923,402.3827553930486,347.5098424050522,1756.669710486195
10,615.7332676236317,590.5345309857022,372.26603276174455,1143.1897266822145
11,647.9305248674874,594.5510540067204,381.5412144988335,1856.9321062393092
12,556.253712785073,537.2163207758477,306.1889121666406,1421.0161130143779
13,487.57988201516036,446.44928374832546,399.13926616750786,1237.7817414571857
14,559.4308738636017,517.5655063417203,370.38816255984267,2074.9106896260487
15,421.8706884595586,416.4466325665624,325.14896248634903,1281.3775983559244
16,604.0075972591046,601.8410181319704,405.2453003370959,1152.257986151366
17,554.2624064677956,497.98085062938026,339.4536782314251,1807.3076368515808
18,646.374480059511,623.1349160163409,370.7167666319168,1500.7977610667594
19,512.5905316441417,512.5905316441417,357.13750863195685,1448.8959564928698
20,331.1522756144201,322.52861852158105,248.07783070224593,835.281384274319
21,502.41914020840886,530.8657769328934,346.4985511273564,1168.8003317476296
22,596.6310728490347,464.93519682138475,348.2954365417987,1464.3717846770242
23,541.0102054629598,541.0102054629598,338.5073415294659,1266.3942783361347
24,469.41149574057715,408.16760011001736,294.27210137958326,1419.5439725494853
25,528.1896227923623,528.1896227923623,350.14636015320025,1668.4799466118222
26,541.8434122717536,508.95292419214996,278.32461032690577,1299.2580136403624
27,517.8884024403043,494.91635160235086,341.04729802849516,1035.3280140384932
28,466.960692167337,539.0836696259979,342.5238406843289,1201.2539092886466
29,432.1136952283496,432.1136952283496,329.71090974172046,980.2326824294685
30,629.8818748226653,498.7192213109359,338.98901813398925,1441.1347353660822
31,465.49837928667563,494.2419557883915,332.51038348437737,1286.458179270146
32,441.58786989689145,441.58786989689145,317.037402768841,1532.3563984491507
33,633.6585854398525,586.5088993272295,353.9594662801804,1546.1962800576816
34,578.8171890118714,578.8171890118714,328.04213180299115,1632.650612190204
35,505.83147659569204,505.83147659569204,318.2488974507149,1301.495925430774
36,468.18464819964186,412.3341958255693,308.85563976735966,1174.9268592734234
37,604.1977574625721,608.3086694775019,368.68255517607565,1394.5451370861197
38,386.0774188094218,466.1183691322078,300.32346580540917,969.4981149423659
39,416.1723822437504,416.1723822437504,291.939665039464,1188.5671828253107
40,462.02889766810904,462.02889766810904,310.05089518402514,1652.8661854725399
41,524.1511842504108,524.1511842504108,279.9551005408009,1321.5031760657748
42,526.8548308256968,500.4829534505659,316.9116090457814,1334.8743064565208
43,338.909577559529,440.646732357617,287.77164256898135,1529.8201652757466
44,614.6325267917078,614.6325267917078,394.93356863710403,2005.710535753385
45,609.1091163407857,622.4378813274101,365.23647808161553,1366.850776921434
46,557.0552591895381,586.4007055253979,363.37058864028967,2137.094162375596
47,340.2498240538423,296.3366550788811,268.23186919075937,1292.464409894381
48,607.6625426651501,607.6625426651501,395.30656538395385,1709.2346269324134
49,522.721264335488,498.6426588364223,305.35512128982174,1427.0149783814818
50,580.7373385677272,580.7373385677272,377.4277438988519,1097.9561597151223
51,648.9695496110992,621.5574995883552,337.0679179179782,1331.2476021383852
52,517.3573915287341,417.36068706722796,295.169210017604,862.2282079127758
53,607.4284832284834,607.4284832284834,348.42059234543876,1435.040185779152
54,457.1337327035904,457.1337327035904,305.7702226329727,1171.1556309321527
55,517.2763667539531,492.57367140976294,324.1755704738193,1260.533602291639
56,506.67294504290777,512.882236895908,351.25916573478577,1105.9834096969405
57,597.215008294229,597.215008294229,392.98611519403113,1710.6255674568763
58,648.3344540082318,649.7245236662305,362.61227058011104,1532.9615594018944
59,530.2008196767993,497.4313443331199,379.5206308497892,2103.2441890071295
60,486.5160318986632,486.5160318986632,323.8381322888952,1741.3291205456467
61,574.7062261169385,604.7061255678296,400.3950616377407,1604.2824214198488
62,330.31798414762613,330.31798414762613,260.1557694251632,1061.1307586381622
63,390.42293450480787,404.37139754195204,279.2349244767824,1097.3539891869898
64,468.19008005961723,397.5903893579042,301.10124885622395,1479.0153992922042
65,506.47987857026646,506.47987857026646,356.3893639295692,1416.8650138850962
66,621.9115602456377,502.6964279922366,318.85832166851435,1240.452544844799
67,397.3335518932871,403.5168372263131,308.03075352105,1366.264673664394
68,563.2132855354794,563.2132855354794,342.6864419036831,1052.3920212564085
69,596.4199212814825,596.4199212814825,342.20398725081884,1507.2842288814763
70,459.7965612466714,386.3968972826879,273.8544872451479,853.2416683592497
71,513.2556461377415,492.39306509771905,370.6532813452601,1502.7744416891026
72,622.4858230462303,547.8567574690971,341.2836897437907,1804.9874350813789
73,631.3468407407854,631.3468407407854,386.9848551040145,1508.7670671161954
74,548.4431237187299,455.19435634558863,363.8988458360741,1355.087314557611
75,378.63334826673946,378.63334826673946,311.2435351764769,1087.8705236889812
76,585.3242969514096,500.03571631641495,309.10543561542426,1704.673787248827
77,439.4329867870388,426.2027321831097,314.5734905161203,924.5007065183815
78,499.68194138282774,499.68194138282774,330.42888061670624,1380.6350558957993
79,454.6112707179657,446.07318515022996,312.26027130847405,1029.658500687252
80,650.8846518098254,518.8315555111235,353.61807542116685,1270.6290162742778
81,541.782705400852,455.2835552979837,332.18605015293247,1094.5494390449483
82,493.37736593958044,493.37736593958044,360.10596797225713,1776.326258158394
83,546.6501195663639,484.54219925646277,312.4345915696273,1194.0144793499692
84,441.2140757629342,441.2140757629342,330.4211798580671,1471.6486371947387
85,480.504471201477,436.74478518840994,337.9646717003595,1687.741407255593
86,541.0060695977656,581.3371729918249,315.9304416215016,1742.8785242058975
87,504.8607596208522,509.2326337261908,340.62758498062306,1520.69610263086
88,557.6280414503159,450.00077371854604,345.91062123447784,1923.0079361832236
89,442.25043934050353,346.18180104293094,266.7983113455257,1144.414150658788
90,428.5367594192809,428.5367594192809,335.98266019387296,1666.9158883975754
91,525.0182883127255,576.5052541416388,331.96049218535416,1254.325729837612
92,557.3342964137693,503.50097503335195,363.5869354387121,1158.5596878283798
93,519.5535284871169,520.7624761320445,363.17322718639605,1284.1090961079642
94,544.6004136836209,544.6004136836209,341.6921780459577,1202.6462186462375
95,580.7539740893211,524.0989183266834,332.4951632916728,1357.5819874395045
96,516.5843115857153,516.5843115857153,365.34133017615795,1773.1448640843532
97,382.07789782194396,382.07789782194396,309.0370171103357,1377.6315355329502
98,628.9839708724718,564.7501941289787,322.649584945331,1519.6849102025512
99,420.59755474012115,420.59755474012115,331.92353273076446,932.3944571141808
100,579.0181293670098,579.0181293670098,357.5476485434691,1856.666632761073
101,536.7059839606172,451.2863858196621,363.36320418587076,949.9298843530398
102,517.1858801261554,517.1858801261554,367.04357298457523,1481.8173571759912
103,630.2276028000402,576.8430172411458,363.72074006644397,1132.1626575919872
104,499.4989308690091,499.4989308690091,321.8930319876847,2057.7270763215033
105,653.9856479349637,648.6311568059483,396.99412250930106,1167.7920083879014
106,544.0915718403346,406.43604982928895,395.40930749397955,988.1567993325959
107,627.7362027668707,627.7362027668707,384.7565833617273,1595.9179805208842
108,528.3785535962145,528.3785535962145,312.27919831338824,1182.3662366954857
109,496.7603850303896,452.36413377292524,333.3395532104528,1439.0416742218104
110,554.6171380459602,554.6171380459602,337.1295992985334,1954.9947250180535
111,493.8934770128927,489.298812387055,333.5361815228404,1587.0723717619735
112,392.04925527598573,383.71459700096494,272.74208947722843,958.3624753149027
113,537.9044075304777,455.5633219558363,325.65908944241966,1472.4636889075614
114,610.5071282080497,610.5071282080497,351.9312953802626,1130.5646474149503
115,582.3490805469905,582.3490805469905,313.9810885831532,1609.1001483019768
116,549.1258963758321,549.1258963758321,335.65347848122747,1149.5204549777206
117,568.0642636538673,575.5953958192347,369.1684094318404,1261.5532937578719
118,506.36437970939716,506.36437970939716,388.5271173879276,1162.221474492726
119,657.2259679340971,597.7284475044958,384.8880002130453,1268.8032158947626
120,694.6303876452682,604.8596713311765,364.0714647796585,1590.5557299137874
121,504.30540442202647,504.0617107648579,337.8791081973718,1235.8839431207082
122,546.5998775841183,546.5998775841183,363.60808029809084,1298.5248478579108
123,377.1546076045012,379.1170169994548,274.2156027184056,901.3470198613655
124,405.66584031277586,405.66584031277586,295.48666198504276,1059.7807389781624
125,454.970489043029,454.970489043029,318.99603088252195,1198.0169450365788
126,605.9718949495393,457.9708351522611,333.2819014001368,2147.831058551984
127,617.4288689634976,603.653773195726,357.52274516718626,1681.8766238647706
128,656.072209356519,574.0463906441114,397.75058885708444,1121.8079694329533
129,522.6554910644128,462.9395595061896,360.4789613212352,1568.6494416672194
130,634.6265066699924,634.6265066699924,389.0416844548135,1325.8287089611642
131,444.8477429975129,481.67052876884924,352.955005568508,1172.996420543904
132,384.0650013675861,384.0650013675861,306.2715691621299,1939.773942762268
133,464.86401926881194,502.8758324366999,324.3290729174816,1352.8296445141518
134,633.8287174831153,633.8287174831153,393.64164236451757,1684.5800428214607
135,563.7809450474076,490.733677215253,309.35501089767246,1395.841472893964
136,473.68340120383266,467.1255882303842,359.6450759764479,1370.7396985157154
137,564.6071462420646,410.30457796568027,310.11355350156583,1381.9550580732407
138,504.0713538841686,504.0713538841686,316.67981013158567,1506.4650629282635
139,475.61042136613906,475.61042136613906,324.28192308553906,1354.3713854413493
140,582.2662026080726,582.2662026080726,388.6959908244098,1438.4582149998116
141,607.0665541378626,577.1986847031695,360.7315695547378,1235.4034950699727
142,443.9393829692638,443.9393829692638,327.2321699905158,1448.6401143547398
143,557.0980287902822,410.4049899387634,315.5219727821456,1659.9629875515918
144,658.7284677252741,551.81174258582,376.51636580170594,1139.2189759109492
145,438.02960070786537,438.02960070786537,284.83794469890023,1368.0135899984812
146,524.7723417408597,446.35232134759246,360.07268974172086,1104.9625155745741
147,483.60723983511303,521.2627175417391,291.64688959946386,1366.1075411145644
148,533.4495800690377,533.4495800690377,338.20760610299726,1762.9980126266992
149,457.8555281815525,457.8555281815525,288.74639973088756,1246.6066383529812
150,452.32576041473527,479.24900487090105,262.7834787449177,1381.1227588896998
151,534.3961965404624,551.859040741177,361.45116984169306,1120.650044802727
152,450.2630428798788,464.1343007012159,297.8520783643622,1308.7199175738506
153,465.71283537120405,465.71283537120405,337.45916798181014,1136.2456597669511
154,563.8557890384158,557.4989372018161,307.4070755416188,1287.8977210951437
155,464.1801637409433,464.1801637409433,326.7758703256803,1451.8292332860385
156,522.8818416678652,522.8818416678652,341.48533934749975,1532.4850031929207
157,579.1561991637816,437.78609987696143,379.77476856473754,1862.4346303060584
158,422.44923652807853,422.44923652807853,328.6156963454922,1459.2855806645105
159,526.9995936723714,522.2939489282297,389.6444139941932,1133.6282503830612
160,553.7865948818625,491.1675154352768,285.9611406612405,1436.65521221393
161,452.697655226236,452.697655226236,308.57513864954126,806.036224369432
162,483.87291961139573,483.87291961139573,327.6365815377392,1153.009001488838
163,515.6228667423912,407.84436767332346,331.0587400038284,1186.643426096723
164,444.05401872093125,404.97446694539013,316.8411627335351,1903.803492768553
165,687.8130177136292,687.8130177136292,417.6522771923348,1879.013648449044
166,435.28258073623743,342.31861005681907,324.5595495106332,1423.2049605253724
167,406.74911164818775,406.74911164818775,323.31235162117224,937.9791399854303
168,570.3118130142431,516.4606493930617,348.5675294977471,1729.5808003941574
169,452.88700744300405,460.9103973778633,327.71023725169505,1289.5634809316768
170,557.0579583563474,438.4023600280413,354.33655013886454,1156.8763635731134
171,539.3213878661917,383.7105943926415,342.9910801902252,2006.1445662687934
172,464.42683745259234,464.42683745259234,308.5736392865006,1383.7860288967067
173,520.9793184445894,520.9793184445894,339.63731700245427,1253.8539087462232
174,444.0439184182155,444.0439184182155,312.25439564886926,1089.811309041073
175,555.2222623092257,555.2222623092257,326.4903973610358,1194.1416434124599
176,612.8955417708779,507.3253292668021,332.1986368706728,1298.053704639685
177,464.88472766140285,403.3715842931566,277.9828621311079,1307.33842416145
178,450.0155211272311,462.4392680535468,297.2570238347835,969.7748234160321
179,581.2924870541294,559.9980131046907,368.78925302285415,1541.1113082056763
180,497.25734742614844,505.35040531391786,355.67877066257483,1460.3999019760524
181,560.3436532639976,528.0903791550559,355.5758905087169,1291.3060129118396
182,463.9349830530437,463.9349830530437,294.3767924347513,1115.6969264586294
183,614.0066411560276,535.3703020771029,370.5823978591103,1165.2363795766155
184,489.13671294990576,477.36064599340426,327.51091933825046,981.0707275642412
185,613.7354886711421,475.0387922463699,313.2565062973208,1176.273809355223
186,460.7776947490812,462.1114866581196,339.35240775685594,1243.6688799560186
187,574.498422360781,574.498422360781,348.5995171586601,1511.8473569407045
188,535.8816911998241,535.8816911998241,350.06956128830586,1774.1476539633038
189,452.1993680082737,509.91878655971624,365.2355290831097,961.836360282276
190,468.9123456576188,456.36383405341627,331.62998037698713,954.903257942444
191,496.9150913668084,551.8785702294787,304.99550116831625,1390.343275812825
192,455.4334568049396,455.4334568049396,366.8400252196732,1293.1204538647569
193,545.3678746517787,541.9814335696088,356.00304071527125,1172.1486085847605
194,517.6406549967054,474.2423623619018,355.92031199197936,1532.6749655682268
195,574.7999578588185,601.038331590158,348.1979218021996,1778.8490054506362
196,406.15043280371333,334.5720201899236,305.1173499814037,1014.330189684927
197,486.609574401903,506.0134537905569,335.3222143566386,964.3584469864793
198,625.5516781815119,482.13985614272246,343.4037308077055,1135.6806297973678
199,489.54998033562924,480.1483268552515,308.83319098131574,1652.097762560884
200,485.36557197536894,443.64296542177163,331.209093066655,1427.4887008724975
201,418.46456753205706,410.4320103769401,307.34246820194903,1074.6355370434876
202,515.1149826963107,515.1149826963107,336.6156162297364,1275.6823549308258
203,515.4290867991509,515.4290867991509,325.41815463757564,1673.1416536694353
204,447.2954652176343,459.1030676990025,338.01027603923654,1320.5024244081972
205,507.7663693273459,502.9162806103492,317.03465832537773,1409.0971829691782
206,417.29358956932384,417.29358956932384,347.0044690057999,1404.2345483695408
207,616.5647674359928,452.44164174410525,339.50025654185754,1660.1454407220706
208,453.771900038784,443.43399891371405,315.64818370749697,1149.340464554345
209,505.86434251476925,487.74205261769816,344.719262422407,1458.9397755687114
210,545.7436871920645,545.7436871920645,293.9143929376041,1525.2363679963412
211,560.719439160508,560.719439160508,329.2899763039794,1397.2676672712066
212,422.8951631864106,454.1539564910255,320.2103434515927,843.9512525087523
213,443.71995251328633,443.71995251328633,274.6030538004044,1207.3345526579778
214,490.74708279990847,507.0777326098192,392.3489629511745,1091.8119340760027
215,385.4844621937523,385.4844621937523,258.56339440972846,1299.1920502926346
216,681.0989375868766,459.9027640864401,320.92643623570274,1179.3460561836546
217,562.7187469999277,562.7187469999277,351.5569274770228,1206.7171237105783
218,574.9350475416691,574.9350475416691,361.43951748987615,1202.5300694019072
219,501.9705928938599,469.05871532603317,344.7794505856621,1105.3880104267932
220,410.2886742726178,414.8186606758811,285.80009281067095,837.8329491858229
221,489.67765094919406,489.67765094919406,325.509273682508,1118.432477166453
222,405.9829196228817,385.6727296937464,349.0909052840587,1652.6449819803722
223,537.4446783927987,537.4446783927987,331.0321606907761,1568.595629549579
224,599.1560899067381,599.1560899067381,378.1896281556097,1805.2305450310948
225,539.1448000643821,539.1448000643821,353.0335012441619,1769.4799236901235
226,380.3678580365707,380.3678580365707,303.8725074784404,1247.5855501703431
227,531.347635555866,665.977941191966,358.90017300565444,1297.4539741960562
228,426.77073439265035,426.77073439265035,364.61522518486703,1154.9416040733784
229,418.70167822722715,418.70167822722715,276.83525980696453,1740.113626459335
230,569.6546654855285,560.0703032145859,386.8989988851369,1392.273502213205
231,514.6452355383543,549.2473194362424,363.2404132164231,1050.0024918218155
232,487.2074581047907,421.9736246775191,316.15500523261,1371.0433467885582
233,368.4828467566136,368.4828467566136,314.7030139287644,1714.6637418049377
234,563.5609480400412,543.093042454453,329.0030676420331,1267.1034228007366
235,561.3346364166214,546.3424889273552,324.2214477368383,1689.3259295729288
236,621.2642641194353,621.2642641194353,361.81560702229893,1463.2866860187924
237,513.1064972103436,521.1478377528539,275.24215083626757,1220.7310884039746
238,659.2618357662785,659.2618357662785,316.1830138107254,1366.439522979061
239,596.1331748032832,556.8500001893573,347.6968866629111,1794.6030605981332
240,526.8829943902399,509.5362469271501,326.46965886626884,1130.4760921697243
241,628.4695341596369,628.4695341596369,366.65289982507386,1752.8628112060771
242,519.6352505504967,519.6352505504967,347.9920364936516,1793.7924317589889
243,460.07489085091476,460.07489085091476,335.031272529899,1115.4805068292615
244,523.1093879155495,523.1093879155495,294.5846568252272,1838.3499594721861
245,348.00448553664455,348.00448553664455,289.995447311068,915.1695103681552
246,442.899889618129,442.899889618129,324.641930584219,1574.0526142017093
247,442.37070510809497,442.37070510809497,297.35053633072874,1175.5964613222156
248,521.5769346187008,480.19580374248795,285.229946941109,1261.805321420347
249,581.9640915716991,431.0506239457693,306.48968576602124,1250.8407472673596
250,511.70146213991495,488.6457406091554,315.3485051784101,1530.0179023570163
251,448.47955561527357,400.56079099570894,316.22663429193574,985.442414884779
252,419.2621811669033,424.701288121442,320.446261808372,945.1763972412193
253,501.0724291605373,517.3797654469797,362.1279482737114,1228.3321853794423
254,641.7335030280896,524.1298021722762,377.18756458059914,1597.7601301956613
255,617.9196687576233,461.36470218485675,387.232952570014,1827.9666901150879
256,474.00101725115803,337.3913223663336,296.1712414875355,1210.97701844335
257,385.74830916162534,385.74830916162534,238.2146592310438,1007.4624128991347
258,542.5889818855414,457.54914413978037,327.69558679123344,1166.476873644021
259,498.9632632478565,482.1002771770652,316.0791093309799,1250.2829506101946
260,400.6760205322199,400.6760205322199,307.3825648283174,1375.6408053252253
261,482.50958185225744,482.50958185225744,344.994970357664,1340.4234955491102
262,540.1547877002308,491.6466803974183,321.9697722016507,1044.1445613740364
263,471.22957917550355,471.22957917550355,319.02396013571087,1521.768416243752
264,615.679987510549,491.9832658104967,340.0383546152098,1501.9805282906475
265,433.58037590977335,433.58037590977335,315.58798536986967,1266.2382099704275
266,566.5274965466803,477.18867224155804,339.22594713212277,1337.380340361036
267,580.0967872410048,474.97971801972426,319.25254129634914,1055.0847850588307
268,473.62375353714765,473.62375353714765,350.52137270276637,1426.2771576484542
269,446.2326239571843,452.9016034368482,324.3284671885564,2130.117853495232
270,476.65155259018945,476.65155259018945,308.8181011016596,1316.5659922096606
271,440.5686818163867,440.5686818163867,279.97937789897173,1520.4957106717986
272,552.5288882147906,552.5288882147906,357.72276348432683,1715.0473090967146
273,429.11471643408424,501.41176706427143,308.0364445939497,1419.7802100252438
274,499.66246538195645,442.2822303660943,341.97379106437114,975.584632812531
275,686.8299420981363,731.2856356491563,383.64147248825043,1785.0235927763722
276,575.0696244082171,575.0696244082171,406.6162005576378,1530.2792250564119
277,386.48919413768255,386.48919413768255,327.1304792111285,1218.3061934329082
278,409.6659638778227,409.6659638778227,353.99743081298027,1926.7874161295035
279,428.77433092790636,428.77433092790636,342.628386176203,1007.9593848689467
280,498.1500933445054,498.1500933445054,327.4007884164897,1017.1328427189203
281,616.3920194818508,584.4489613637159,343.36705675854904,1275.0678529050795
282,411.52499201478713,411.52499201478713,262.1774377034312,1131.8202113427874
283,519.4108844290133,527.9604951937326,381.8577777778354,1531.6941655771266
284,601.5680402727878,576.9381564595028,387.4011161607723,1726.365861591965
285,516.5865716892715,481.8159615546053,314.7217659203288,1634.557473141511
286,440.2601683938353,446.80906998876037,315.9645792687447,1077.9096299428993
287,511.7228831802758,447.8868976801507,368.4341258244099,2014.4417764259051
288,531.0342628353434,531.0342628353434,331.79611226153673,2171.167706794009
289,507.4556470004023,518.0884990895578,329.2034921636173,1667.4277899036108
290,414.26732922831724,414.26732922831724,330.7039736282107,1497.1901117362338
291,491.03249294583446,491.03249294583446,371.856299028435,1392.8310607205012
292,375.3268171947653,375.3268171947653,309.8890581835871,1178.370810708049
293,469.09678926746165,469.09678926746165,350.13662566153835,1042.1738193294686
294,409.20602765197634,403.304747829767,287.3698752299845,1529.7651430729932
295,557.2609137172633,485.835771556172,339.6751647354115,1083.2561134424973
296,513.7395188016988,482.06576106632315,318.7417871311384,1674.9820303118327
297,512.2287500243317,366.74278435909764,324.1569019966184,1484.8661023308787
298,513.5712846091645,545.1121775898949,352.22134165904515,1033.9673183879538
299,380.43817752649204,383.4831413185586,337.2986904034386,1559.7154315015046
300,354.35420618527945,354.35420618527945,228.7794791613773,1048.2793880287065
301,514.4567980628876,514.4567980628876,338.441997532632,1439.801401547247
302,603.74740399312,579.6230029720672,363.7786105979746,1483.6694835591145
303,576.1456720989784,582.4903139059379,354.64962100331536,1350.6423038647704
304,591.3726317782726,417.12942174631985,336.89750684193575,1120.5711115540958
305,324.3284246425988,324.3284246425988,276.9034031478405,907.8568316280172
306,412.2099838277074,412.2099838277074,307.21752041016526,1408.3688454035625
307,583.0092254421004,583.0092254421004,402.8710063499393,1736.8705081441387
308,483.009763708017,474.7482196770245,326.997336925442,1035.2517021252222
309,493.7259117604727,463.4140880078115,321.50607672638057,974.2371682120101
310,460.09461531971886,421.0052976419051,285.62564749330943,1331.5834772197004
311,560.3926407496105,418.28741119536596,306.07234645452917,1583.3462617397172
312,467.2966909145204,658.8775246939755,383.28932516552055,1848.6724872897064
313,433.09957363516344,428.64577744757815,324.17530345589824,1083.1570431484745
314,424.09338748819897,454.4482551112701,353.0211662770171,1173.5307205762704
315,676.4968829396673,620.6193309680858,362.8248288413701,1650.4277534140897
316,540.761629545102,540.761629545102,354.4062214716395,1129.401223077669
317,409.2209111403886,409.2209111403886,319.27610422048656,1245.1907709857544
318,620.0660375815163,609.0589749601081,302.7643742819449,1250.7366650593144
319,536.9043762282361,579.5628988649569,369.5289988009767,970.0507872924769
320,584.5624260597311,472.11277441927643,317.31279266304676,1334.8600803939905
321,458.9722016325033,414.992293006658,332.192316968029,1963.9116096519922
322,450.85045717308435,450.85045717308435,335.05455014439144,1560.0321198455163
323,467.0263693361765,467.0263693361765,323.97716860219816,1504.4724345862865
324,410.7495414951665,405.13364556007326,283.90882412937935,861.6593090817167
325,470.33506765462835,430.8710151538165,300.38375653635677,1216.330395815343
326,574.5455392490445,457.60261482334084,317.93927379368887,1526.6651757209756
327,491.104570575474,491.104570575474,308.055625799632,975.028630586638
328,486.3166901899545,451.9873917817095,359.14012840112304,1062.2219915671772
329,466.52698981625196,466.52698981625196,328.88269718584934,1811.8100879344202
330,604.4458355648309,527.9216088199296,337.298641914627,1752.4228699450052
331,554.2210727527636,554.2210727527636,372.4508084322001,1288.5253592181477
332,432.83475230436164,432.220401481188,324.18318645894277,1471.2725969621256
333,440.84528134309124,487.2355066627986,327.09576889090437,1073.865568556366
